",48,156,66,207,47,195,64,201,65,152,66,136,66,135,66,136,52,149,54,154,51,180,68,209,146,192,59,301,60,319,60,149,60,139,60,
"
"121,63,143,48,156,65,228,63,191,65,197,62,150,12,136,67,134,50,137,59,141,59,146,60,174,59,227,59,190,60,196,60,167,60,151,60,138,59,
"
"114,62,144,50,145,79,167,67,197,67,219,62,157,184,134,86,134,31,134,59,139,59,144,60,174,60,255,60,202,59,226,59,167,60,148,60,137,60,
"
"22,61,59,54,62,85,85,46,249,54,132,66,73,85,52,85,52,85,54,32,65,40,62,59,87,151,144,59,241,60,242,10,85,109,66,60,55,60,
"
