",56,146,63,188,70,216,81,206,79,148,98,132,177,129,74,148,58,144,52,149,6,171,5,216,42,226,59,218,60,261,60,156,60,134,59,
"
"123,61,153,61,148,42,189,69,200,71,207,70,150,70,132,71,131,69,132,70,135,71,142,41,172,69,257,69,190,59,192,60,208,59,161,59,139,15,
"
"121,67,150,62,146,67,187,67,170,66,201,66,148,66,133,177,132,68,155,5,137,49,141,26,165,60,191,60,169,60,205,59,179,59,158,59,136,60,
"
"123,56,152,53,146,77,189,71,301,94,200,104,149,27,134,177,133,65,153,56,150,53,153,62,174,63,241,36,335,45,307,5,285,29,159,60,48,60,
"
"29,61,63,69,61,67,103,81,210,83,120,97,65,178,49,179,52,49,49,5,52,115,60,60,88,60,167,60,213,60,216,60,93,60,71,60,55,12,
"
"30,58,61,50,58,69,96,94,211,108,129,102,67,178,49,178,45,4,49,9,51,57,60,81,92,60,184,60,208,59,219,59,93,59,69,9,50,111,
"
