"103,60,218,60,64,60,60,59,
""106,66,124,46,106,60,99,65,58,65,44,65,33,65,35,37,47,40,43,65,47,48,59,22,84,47,124,46,103,49,106,62,234,41,86,50,62,41,
""53,66,58,67,66,67,236,68,108,123,106,66,59,179,39,179,38,5,44,30,47,43,58,78,91,60,122,59,104,59,107,5,243,68,72,68,66,98,
""64,59,58,64,70,67,205,92,107,121,82,66,54,178,37,119,38,59,39,59,45,39,56,82,87,60,116,60,103,59,130,59,245,60,68,60,63,60,
""56,53,57,62,66,66,119,66,110,68,117,81,60,68,39,68,35,124,48,58,45,52,53,59,83,48,157,56,131,35,135,44,249,62,79,47,68,52,
""54,68,57,60,66,68,247,57,147,78,105,89,57,176,38,179,37,59,53,65,49,67,54,57,76,44,131,36,236,67,231,37,205,41,80,3,59,60,
""60,54,55,62,66,86,204,96,239,87,88,95,54,180,33,108,34,59,38,59,44,38,53,83,82,60,175,60,235,59,225,59,242,18,63,103,51,59,
""54,55,57,56,64,90,203,74,236,86,106,75,57,179,37,180,49,32,40,39,47,60,55,60,85,60,160,59,231,60,230,60,114,59,67,60,59,60,
""51,62,55,58,64,65,116,84,233,168,101,93,55,161,35,180,35,86,49,50,42,60,51,65,75,47,135,44,237,54,232,47,241,49,68,44,60,41,
""52,40,55,62,63,72,244,80,236,90,97,132,53,143,33,179,34,75,49,42,42,51,52,43,73,50,133,53,237,5,229,35,240,60,62,60,52,60,
""59,46,56,64,66,76,204,116,236,71,83,105,53,179,33,109,34,59,38,59,42,60,54,60,82,60,139,59,231,60,229,60,116,59,64,60,57,60,
""53,64,57,56,64,91,244,81,235,89,98,92,56,179,35,179,35,5,40,14,42,36,53,84,86,60,181,60,234,59,231,59,121,60,63,60,62,60,
"
