"66,59,66,42,178,50,5,44,56,51,60,55,60,81,60,98,60,98,60,200,59,112,59,63,9,50,64,
""1,56,
""50,43,56,69,66,70,118,148,114,67,109,66,59,66,42,178,50,5,44,56,51,60,55,60,81,60,98,60,98,60,200,59,112,59,63,9,50,64,
""48,65,63,66,42,64,38,66,29,66,32,44,34,66,33,55,34,67,45,41,49,52,56,53,81,47,106,60,98,44,127,52,182,57,82,41,58,66,
""47,57,53,61,60,66,86,67,105,67,124,66,62,67,49,67,43,66,56,59,51,66,57,43,84,56,105,64,103,57,109,41,245,46,66,56,57,32,
""48,51,56,64,67,80,86,66,105,66,124,66,61,66,49,66,43,52,56,29,54,56,53,49,76,61,109,61,99,55,125,38,250,5,80,38,54,60,
""44,51,51,66,62,65,246,66,101,66,102,65,56,53,42,178,40,45,56,38,49,55,49,47,75,5,103,46,95,60,125,59,79,60,61,60,49,60,
""44,47,50,65,61,65,245,109,98,65,98,93,55,58,40,95,37,6,45,6,45,39,50,60,82,60,81,60,83,59,121,60,106,59,58,60,45,60,
""49,49,50,76,61,61,213,76,84,67,94,123,52,15,40,74,40,43,45,31,47,88,53,60,87,60,163,60,233,60,148,59,109,59,60,68,47,52,
""45,5,51,90,61,85,220,97,229,110,91,90,53,64,39,178,37,13,47,46,52,50,50,58,79,61,141,55,205,38,230,43,244,33,79,52,59,70,
""47,44,52,75,61,87,205,106,209,153,97,139,53,9,42,179,42,43,56,47,52,57,53,63,77,43,126,54,233,44,225,6,113,48,59,60,48,60,
""60,45,51,55,63,86,202,104,233,79,84,89,52,179,39,130,39,59,44,59,45,60,54,60,89,60,153,59,223,7,219,41,138,23,57,27,49,57,
""47,43,51,70,60,67,244,115,215,95,96,179,53,67,40,179,37,7,48,60,45,52,52,60,80,63,151,56,222,46,223,54,242,61,60,48,48,23,
""49,42,52,75,61,99,239,95,219,96,93,90,51,84,40,179,39,56,54,48,52,51,50,60,71,49,133,51,212,43,231,5,242,51,60,60,49,60,
"
